Reviewed	Classification	Entry	Title	PDB chain IDs
FALSE	4.1	Q81VW8	Dihydropteroate synthase OS=Bacillus anthracis OX=1392 GN=folP PE=1 SV=1	1twsA,1twsB,1twwA,1twwB,1twzA,1twzB,1tx0A,1tx0B,1tx2A,1tx2B,3h21A,3h21B,3h22A,3h22B,3h23A,3h23B,3h24A,3h24B,3h26A,3h26B,3h2aA,3h2aB,3h2cA,3h2cB,3h2eA,3h2eB,3h2fA,3h2fB,3h2mA,3h2mB,3h2nA,3h2nB,3h2oA,3h2oB,3tyaA,3tyaB,3tybA,3tybB,3tycA,3tycB,3tydA,3tydB,3tyeA,3tyeB,4d8aA,4d8aB,4d8zA,4d8zB,4d9pA,4d9pB,4dafA,4dafB,4daiA,4daiB,4db7A,4db7B,4nhvA,4nhvB,4nilA,4nilB,4nirA,4nirB,4nl1A,4nl1B
FALSE	4.4	P26449	Cell cycle arrest protein BUB3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUB3 PE=1 SV=1	1u4cA,1u4cB,1yfqA,2i3sA,2i3sC,2i3sE,2i3tA,2i3tC,2i3tE,2i3tG,4bl0A,4bl0D
FALSE	4.1	P9WPE1	Citrate lyase subunit beta-like protein OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=citE PE=1 SV=1	1u5hA,1u5vA,1z6kA,6aq4A,6aq4B,6aq4C
FALSE	3.3	Q86VP6	Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2	1u6gC,4a0cA,4a0cB
FALSE	5.3,5.1	P03001	Transcription factor IIIA OS=Xenopus laevis OX=8355 GN=gtf3a PE=1 SV=2	1tf3A,1tf6A,1tf6D,1un6B,1un6C,1un6D,2hghA,2j7jA
FALSE	4.1	O06739	Phosphosulfolactate synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=yitD PE=1 SV=1	1u83A
FALSE	3.3,4.4	Q14145	Kelch-like ECH-associated protein 1 OS=Homo sapiens OX=9606 GN=KEAP1 PE=1 SV=2	1u6dX,1zgkA,2fluX,3vngA,3vnhA,3zgcA,3zgcB,3zgdA,3zgdB,4cxiA,4cxjA,4cxtA,4ifjA,4iflX,4ifnX,4in4A,4in4B,4in4C,4iqkA,4l7bA,4l7bB,4l7cA,4l7cB,4l7cC,4l7dA,4l7dB,4l7dC,4n1bA,4n1bB,4n1bC,4xmbA,5dadA,5dafA,5f72C,5f72K,5gitA,5nlbA,5wflA,5wflB,5wfvA,5wfvB,5wg1A,5wg1B,5whlA,5whlB,5whoA,5whoB,5wiyA,5wiyB,5x54A,5x54B,6ffmA,6fmpA,6fmpB,6fmqA,6fmqB,6hwsA,6rogA,6rogX,6sp1A,6sp1B,6sp4A,6sp4B,6sp4C,6sp4D,6sp4E,6sp4F,6tymA,6typA,6uf0A,6uf0B,6v6zA,6v6zB,6v6zC,6v6zD,6w66C,6w67A,6w68A,6w69A,6wcqC
FALSE	3.6	Q975N2	DNA polymerase sliding clamp 1 OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=pcn1 PE=1 SV=1	1ud9A,1ud9B,1ud9C,1ud9D
FALSE	4.1	P16608	Tryptophan synthase alpha chain OS=Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039) OX=262724 GN=trpA PE=1 SV=2	1ujpA,1wxjA
FALSE	4.4	P94522	Extracellular endo-alpha-(1->5)-L-arabinanase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=abnA PE=1 SV=3	1uv4A
FALSE	3.3	Q9Y376	Calcium-binding protein 39 OS=Homo sapiens OX=9606 GN=CAB39 PE=1 SV=1	1upkA,1uplA,1uplB,2wtkA,2wtkD,3gniA,4fzaA,4fzdA,4fzfA,4nzwA,4o27A
FALSE	4.4	P63005	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus OX=10090 GN=Pafah1b1 PE=1 SV=2	1uujA,1uujB,1uujC,1uujD,1vyhC,1vyhD,1vyhG,1vyhH,1vyhK,1vyhL,1vyhO,1vyhP,1vyhS,1vyhT
FALSE	3.3,3.3,3.3	Q9HAU5	Regulator of nonsense transcripts 2 OS=Homo sapiens OX=9606 GN=UPF2 PE=1 SV=1	1uw4B,1uw4D,2wjvD,2wjvE,4cekA,4cemA,4cemB
FALSE	4.4	O33833	Beta-fructosidase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=bfrA PE=1 SV=1	1uypA,1uypB,1uypC,1uypD,1uypE,1uypF,1w2tA,1w2tB,1w2tC,1w2tD,1w2tE,1w2tF
FALSE	4.4	Q04830	Tail spike protein OS=Enterobacteria phage K1F OX=344021 PE=1 SV=4	1v0eA,1v0eB,1v0eC,1v0eD,1v0eE,1v0eF,1v0fA,1v0fB,1v0fC,1v0fD,1v0fE,1v0fF,3gvjA,3gvkA,3gvkB,3gvkC,3gvlA,3gw6A,3gw6B,3gw6C,3gw6D,3gw6E,3gw6F,3ju4A
FALSE	4.4,3.4,4.4,3.4	Q6XV27	Neuraminidase OS=Influenza A virus (strain A/Duck/England/1/1956 H11N6) OX=383550 GN=NA PE=1 SV=1	1v0zA,1v0zB,1v0zC,1v0zD,1w1xA,1w1xB,1w1xC,1w1xD,1w20A,1w20B,1w20C,1w20D,1w21A,1w21B,1w21C,1w21D,2cmlA,2cmlB,2cmlC,2cmlD,6hfyA,6hfyB,6hfyC,6hfyD,6hg5A,6hg5B,6hg5C,6hg5D,6hgbA,6hgbB,6hgbC,6hgbD
FALSE	4.4	P38011	Guanine nucleotide-binding protein subunit beta-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASC1 PE=1 SV=4	1trjA,3frxA,3frxB,3frxC,3frxD,3j6xRA,3j6yRA,3j77RC,3j78RC,3rfgA,3rfgB,3rfhA,3rfhB,3rfhC,3rfhD,4u3mSR,4u3msR,4u3nSR,4u3nsR,4u3uSR,4u3usR,4u4nSR,4u4nsR,4u4oSR,4u4osR,4u4qSR,4u4qsR,4u4rSR,4u4rsR,4u4uSR,4u4usR,4u4ySR,4u4ysR,4u4zSR,4u4zsR,4u50SR,4u50sR,4u51SR,4u51sR,4u52SR,4u52sR,4u53SR,4u53sR,4u55SR,4u55sR,4u56SR,4u56sR,4u6fSR,4u6fsR,4v6iAa,4v7rAT,4v7rCT,4v88Ag,4v88Cg,4v8yA6,4v8zA6,5datSR,5datsR,5dc3SR,5dc3sR,5dgeSR,5dgesR,5dgfSR,5dgfsR,5dgvSR,5dgvsR,5fciSR,5fcisR,5fcjSR,5fcjsR,5i4lSR,5i4lsR,5juoWA,5jupWA,5jusWA,5jutWA,5juuWA,5lybSR,5lybsR,5m1jg2,5mc6O,5meih,5meisR,5ndgSR,5ndgsR,5ndvSR,5ndvsR,5ndwSR,5ndwsR,5obmSR,5obmsR,5on6h,5on6sR,5tbwRb,5tbwh,5tgaSR,5tgasR,5tgmSR,5tgmsR,6faig,6gq1AV,6gqbAV,6gqvAV,6hhqRb,6hhqh,6i7oO,6i7oOb,6q8yO,6rbeg,6s47Bh,6sntg,6sv4O,6sv4Ob,6sv4Oc,6t4qSg,6t7iSg,6t7tSg,6t837,6t83gb,6tb3O,6tnuO,6z6jSg,6z6kSg
FALSE	3.1	O59257	173aa long hypothetical ferripyochelin binding protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1591 PE=1 SV=1	1v3wA,1v67A,2fkoA
FALSE	4.4,3.4	Q6WJ03	Hemagglutinin-neuraminidase OS=Human respirovirus 3 OX=11216 GN=HN PE=1 SV=1	1v2iA,1v2iB,1v3bA,1v3bB,1v3cA,1v3cB,1v3dA,1v3dB,1v3eA,1v3eB,4wefA,4wefB
FALSE	4.1	P0A877	Tryptophan synthase alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=trpA PE=1 SV=1	1v7yA,1v7yB,1wq5A,1wq5B,1xc4A,1xc4B,1xcfA,1xcfB
FALSE	3.1	Q9AJM4	Pectate lyase 47 OS=Bacillus sp. TS-47 OX=132676 GN=pl47 PE=1 SV=1	1vblA
FALSE	4.9	Q868M7	Hemolytic lectin CEL-III OS=Cucumaria echinata OX=40245 GN=cel3 PE=1 SV=1	1vclA,1vclB,2z48A,2z48B,2z49A,2z49B,3w9tA,3w9tB,3w9tC,3w9tD,3w9tE,3w9tF,3w9tG
FALSE	4.1	Q8ZXK7	Deoxyribose-phosphate aldolase OS=Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827) OX=178306 GN=deoC PE=1 SV=1	1vcvA,1vcvB
FALSE	3.3,3.3,4.1	O08808	Protein diaphanous homolog 1 OS=Mus musculus OX=10090 GN=Diaph1 PE=1 SV=1	1v9dA,1v9dB,1v9dC,1v9dD,1z2cB,1z2cD,2bapA,2bapB,2bapC,2bapD,2bnxA,2bnxB,2f31B,2v8fC,3eg5B,3eg5D,3o4xA,3o4xB,3o4xC,3o4xD,3o4xE,3o4xF,3o4xG,3o4xH,3obvA,3obvB,3obvC,3obvD,3obvE,3obvF,3obvG,3obvH,4uwxA,4uwxB
FALSE	4.1	P83825	N-(5'-phosphoribosyl)anthranilate isomerase OS=Thermus thermophilus OX=274 GN=trpF PE=1 SV=1	1v5xA,1v5xB
FALSE	3.1	P77689	FeS cluster assembly protein SufD OS=Escherichia coli (strain K12) OX=83333 GN=sufD PE=1 SV=1	1vh4A,1vh4B,2zu0A,2zu0B,5awfB,5awfF,5awgB,5awgF
FALSE	4.1	P44480	Putative KHG/KDPG aldolase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=eda PE=1 SV=1	1vhcA,1vhcB,1vhcC,1vhcD,1vhcE,1vhcF
FALSE	4.1	O59543	Ribonuclease P protein component 3 OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=rnp3 PE=1 SV=1	1v77A,2czvA,2czvB
FALSE	4.1	O34790	Heptaprenylglyceryl phosphate synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=pcrB PE=1 SV=1	1vizA,1vizB,3vzxA,3vzxB,3vzyA,3vzyB,3vzzA,3vzzB,3w00A,3w00B
FALSE	4.4,4.1,3.3	Q9YBQ2	Acylamino-acid-releasing enzyme OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_1547.1 PE=1 SV=1	1ve6A,1ve6B,1ve7A,1ve7B,2hu5A,2hu5B,2hu7A,2hu7B,2hu8A,2hu8B,2qr5A,2qr5B,2qzpA,2qzpB,3o4gA,3o4gB,3o4gC,3o4gD,3o4hA,3o4hB,3o4hC,3o4hD,3o4iA,3o4iB,3o4jA,3o4jB,3o4jC,3o4jD,4re5A,4re5B,4re6A,4re6B,4re6C,4re6D
FALSE	4.10	P41366	Vitelline membrane outer layer protein 1 OS=Gallus gallus OX=9031 GN=VMO1 PE=1 SV=1	1vmoA,1vmoB
FALSE	4.1	Q9X1F0	Glycerol uptake operon antiterminator-related protein OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=TM_1436 PE=1 SV=1	1vkfA,1vkfB,1vkfC,1vkfD
FALSE	3.6	Q9WYA0	Beta sliding clamp OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=TM_0262 PE=1 SV=1	1vpkA
FALSE	4.1	Q9WYG7	Orotidine 5'-phosphate decarboxylase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=pyrF PE=1 SV=1	1vqtA
FALSE	4.1	Q9WYD1	Transaldolase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=tal PE=1 SV=1	1vpxA,1vpxB,1vpxC,1vpxD,1vpxE,1vpxF,1vpxG,1vpxH,1vpxI,1vpxJ,1vpxK,1vpxL,1vpxM,1vpxN,1vpxO,1vpxP,1vpxQ,1vpxR,1vpxS,1vpxT
FALSE	4.2	P29498	14 kDa fatty acid-binding protein OS=Schistosoma mansoni OX=6183 PE=1 SV=1	1vyfA,1vygA,2poaA
FALSE	5.2	P68638	Complement control protein C3 OS=Vaccinia virus (strain Western Reserve) OX=10254 GN=VACWR025 PE=1 SV=1	1vvcA,1vvdA,1vveA
FALSE	4.4	Q9X0V2	Uncharacterized protein OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=TM_1225 PE=1 SV=1	1vkdA,1vkdB,1vkdC,1vkdD,1vkdE,1vkdF
FALSE	4.1	Q9WXS1	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=TM_0066 PE=1 SV=1	1vlwA,1vlwB,1vlwC,1wa3A,1wa3B,1wa3C,1wa3D,1wa3E,1wa3F
FALSE	4.1	P16250	Phosphoribosyl isomerase A OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=priA PE=1 SV=1	1vzwA,2vepA,2x30A,5dn1A
FALSE	4.6	P48449	Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1	1w6jA,1w6kA
FALSE	3.3	P52303	AP-1 complex subunit beta-1 OS=Rattus norvegicus OX=10116 GN=Ap1b1 PE=1 SV=1	1w63B,1w63D,1w63F,1w63H,1w63J,1w63L
FALSE	3.3	O14980	Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	1w9cA,1w9cB,2l1lB,3gb8A,4bsmA,4bsnA,5disA,6tvoA
FALSE	3.3	P33307	Importin alpha re-exporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CSE1 PE=1 SV=2	1wa5C,1z3hA,1z3hB
FALSE	3.2	P24014	Protein slit OS=Drosophila melanogaster OX=7227 GN=sli PE=1 SV=2	1w8aA
FALSE	4.2	P56732	Avidin-related protein 2 OS=Gallus gallus OX=9031 GN=AVR2 PE=1 SV=1	1wbiA,1wbiB,1wbiC,1wbiD,1wbiE,1wbiF,1wbiG,1wbiH
FALSE	4.9	Q8NK89	Alpha-L-arabinofuranosidase B OS=Aspergillus kawachii (strain NBRC 4308) OX=1033177 GN=abfB PE=1 SV=1	1wd3A,1wd4A,2d43A,2d44A,6sxrA,6sxsAAA,6sxtA
FALSE	4.1	O54288	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase OS=Saccharolobus solfataricus OX=2287 PE=1 SV=1	1w37A,1w37B,1w37C,1w37D,1w3iA,1w3iB,1w3iC,1w3iD,1w3nA,1w3nB,1w3nC,1w3nD,1w3tA,1w3tB,1w3tC,1w3tD,2ydaA,2ydaB,6g3zA,6g3zB,6gsoA,6gsoB,6gsoC,6gsoD,6gt8A,6gt8B,6gv2A,6gv2B,6h7rA,6h7rB,6h7rC,6h7rD,6h7sA,6h7sB
FALSE	3.3	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3	1w3bA,1w3bB,3pe3A,3pe3B,3pe3C,3pe3D,3pe4A,3pe4C,3taxA,3taxC,4ay5A,4ay5B,4ay5C,4ay5D,4ay6A,4ay6B,4ay6C,4ay6D,4cdrA,4cdrB,4cdrC,4cdrD,4gywA,4gywC,4gyyA,4gyyC,4gz3A,4gz3C,4gz5A,4gz5B,4gz5C,4gz5D,4gz6A,4gz6B,4gz6C,4gz6D,4n39A,4n3aA,4n3bA,4n3cA,4xi9A,4xi9B,4xi9C,4xi9D,4xifA,4xifB,4xifC,4xifD,5bnwA,5c1dA,5hgvA,5hgvC,5lvvA,5lwvA,5nprA,5npsA,5vieA,5vieC,5vifA,6e37A,6eouA,6iboA,6ma1A,6ma2A,6ma3A,6ma4A,6ma5A,6q4mA,6tkaAAA
FALSE	5.3	Q92547	DNA topoisomerase 2-binding protein 1 OS=Homo sapiens OX=9606 GN=TOPBP1 PE=1 SV=3	1wf6A,2xnhA,2xnkA,2xnkB,2xnkC,2xnkD,3al2A,3al3A,3jveA,3olcX,3pd7A,3pd7B,3uenA,3ueoA,3ueoB,3ueoC,3ueoD,6rmlA,6rmlB,6rmmA,6rmmB,6rmmC,6rmmD
FALSE	3.3	Q05823	2-5A-dependent ribonuclease OS=Homo sapiens OX=9606 GN=RNASEL PE=1 SV=2	1wdyA,4g8kA,4g8kB,4g8lA,4g8lB,4g8lC,4g8lD,4oauC,4oavB,4oavD
FALSE	3.2	P10810	Monocyte differentiation antigen CD14 OS=Mus musculus OX=10090 GN=Cd14 PE=1 SV=1	1wwlA,1wwlB
FALSE	3.3	Q970G9	Uncharacterized protein OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1625 PE=1 SV=1	1wy6A
FALSE	4.10	Q8L5H4	Lectin OS=Musa acuminata OX=4641 PE=1 SV=1	1x1vA,1x1vB,3mitA,3mitB,3miuA,3miuB,3mivA,3mivB
TRUE	4.4	Q9Z2X8	Kelch-like ECH-associated protein 1 OS=Mus musculus OX=10090 GN=Keap1 PE=1 SV=1	1x2jA,1x2rA,2dyhA,2z32A,3adeA,3wdzA,3wn7A,3wn7L,4zy3A,4zy3B,5cgjA,5fnqA,5fnrA,5fnsA,5fntA,5fnuA,5fzjA,5fznA,6qmcA,6qmdA,6qmeA,6qmjA,6qmkA,7c5eA,7c60A
FALSE	3.4	Q8DQ62	Teichoic acid phosphorylcholine esterase/choline binding protein E (CbpE) OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=lytD PE=1 SV=1	1wraA,1wraB,2bibA
FALSE	3.3	Q92882	Osteoclast-stimulating factor 1 OS=Homo sapiens OX=9606 GN=OSTF1 PE=1 SV=2	1x2kA,1zlmA,3ehqA,3ehqB,3ehrA,3ehrB
FALSE	3.3	O22265	Signal recognition particle 43 kDa protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CAO PE=1 SV=2	1x32A,1x3pA,1x3qA,2hugA,2n88A,3deoA,3depA,3ui2A,5e4wC,5e4wD,5e4xA
FALSE	4.1	Q81HJ5	Outer surface protein OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=BC_0811 PE=1 SV=1	1x7fA
FALSE	3.2	P21793	Decorin OS=Bos taurus OX=9913 GN=DCN PE=1 SV=2	1xcdA,1xecA,1xecB,1xkuA
FALSE	3.2	P71451	Internalin C OS=Listeria monocytogenes serotype 1/2a (strain EGD / Mackaness) OX=1334565 GN=inlC PE=1 SV=1	1xeuA,4cc4A,4cc4C,4cc4E
FALSE	5.4	O88689	Protocadherin alpha-4 OS=Mus musculus OX=10090 GN=Pcdha4 PE=1 SV=1	1wuzA,5dzwA
FALSE	4.4	P42658	Dipeptidyl aminopeptidase-like protein 6 OS=Homo sapiens OX=9606 GN=DPP6 PE=1 SV=2	1xfdA,1xfdB,1xfdC,1xfdD
FALSE	3.1	P14280	Pectinesterase 1 OS=Solanum lycopersicum OX=4081 GN=PME1.9 PE=1 SV=5	1xg2A
FALSE	3.1	Q816R4	Putative acetyltransferase/acyltransferase OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=BC_4754 PE=1 SV=1	1xhdA
FALSE	5.4,5.5	P23468	Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens OX=9606 GN=PTPRD PE=1 SV=2	1x5zA,2dlhA,2yd6A,2yd7A,2yd7B,4rcaA,5wy8A,5xnpD,5xnpE
FALSE	5.3	P19544	Wilms tumor protein OS=Homo sapiens OX=9606 GN=WT1 PE=1 SV=2	1xf7A,2jp9A,2jpaA,2prtA,3hpjC,3hpjF,3myjC,3myjF,4r2eA,4r2pA,4r2qA,4r2rA,4r2sA,4wuuC,5kl2A,5kl3A,5kl4A,5kl4D,5kl5A,5kl6A,5kl7A,6b0oA,6b0oD,6b0pA,6b0pD,6b0qA,6b0qD,6b0rA,6b0rD,6blwA,6rsyC,6rsyH
TRUE	3.1,3.2	O00105	Isopullulanase OS=Aspergillus niger OX=5061 GN=ipuA PE=1 SV=1	1wmrA,1wmrB,1x0cA,1x0cB,2z8gA,2z8gB,3wwgA,3wwgB,3wwgC,3wwgD
FALSE	4.1	Q8U192	Thiamine-phosphate synthase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=thiE PE=1 SV=1	1xi3A,1xi3B
FALSE	4.4	P40477	Nucleoporin NUP159 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP159 PE=1 SV=1	1xipA,3pbpC,3pbpF,3pbpI,3pbpL,3rrmC,3tknB,3tknE,3tknH,4ds1B,4ds1D
FALSE	4.1	A0A348A860	4-hydroxy-tetrahydrodipicolinate synthase OS=Bacillus anthracis OX=1392 GN=dapA2 PE=1 SV=1	1xkyA,1xkyB,1xkyC,1xkyD,1xl9A,1xl9B,1xl9C,1xl9D,3hijA,3hijB,3hijC,3hijD
FALSE	3.3	Q13835	Plakophilin-1 OS=Homo sapiens OX=9606 GN=PKP1 PE=1 SV=2	1xm9A
FALSE	3.3	P0AFB1	Lipoprotein NlpI OS=Escherichia coli (strain K12) OX=83333 GN=nlpI PE=1 SV=1	1xnfA,1xnfB,5wqlA,5wqlB,6iqqA,6iqqB,6iqsA,6iqsB,6iquA
FALSE	3.3	Q9NZL4	Hsp70-binding protein 1 OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=2	1xqrA,1xqrB,1xqsA,1xqsB
FALSE	4.1	Q57265	Capsule biosynthesis protein OS=Neisseria meningitidis OX=487 GN=synC PE=1 SV=1	1xuuA,1xuzA,4ipiA,4ipjA
FALSE	3.2	P23945	Follicle-stimulating hormone receptor OS=Homo sapiens OX=9606 GN=FSHR PE=1 SV=3	1xwdC,1xwdF,4ay9X,4ay9Y,4ay9Z,4mqwX,4mqwY,4mqwZ
FALSE	4.2	P48632	Ferripyoverdine receptor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=fpvA PE=1 SV=2	1xkhA,1xkhB,1xkhC,2iahA,2o5pA,2o5pB,2w16A,2w16B,2w6tA,2w6tB,2w6uA,2w6uB,2w75A,2w75B,2w76A,2w76B,2w77A,2w77B,2w78A,2w78B,5odwA,5odwB
FALSE	4.1	P25053	Thiazole tautomerase OS=Bacillus subtilis (strain 168) OX=224308 GN=tenI PE=1 SV=1	1yadA,1yadB,1yadC,1yadD,3qh2A,3qh2B,3qh2C,3qh2D
FALSE	4.9	Q45871	HA-33 OS=Clostridium botulinum OX=1491 GN=HA-33 PE=1 SV=1	1ybiA,1ybiB,4lo0A,4lo0B,4lo1A,4lo1B,4lo2A,4lo2B,4lo3A,4lo3B,4lo7B,4lo7D,4lo7F,4lo7H,5bp5A,5bp5B,5bquA,5bquB
FALSE	4.2	P56734	Avidin-related protein 4/5 OS=Gallus gallus OX=9031 GN=AVR4 PE=1 SV=1	1y52X,1y52Y,1y53X,1y53Y,1y55X,1y55Y,2fhlA,2fhlB,2fhnX,2fhnY,2of8A,2of8B,2of9A,2of9B,2ofaA,2ofaB,2ofbA,2ofbB,4bcsA,4bcsB
FALSE	4.1	Q8YEF2	Hydroxymethylglutaryl-CoA lyase OS=Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094) OX=224914 GN=BMEI1926 PE=1 SV=1	1ydnA,1ydnB,1ydnC,1ydnD
FALSE	4.1	P27859	3'-5' ssDNA/RNA exonuclease TatD OS=Escherichia coli (strain K12) OX=83333 GN=tatD PE=1 SV=3	1xwyA,4p5uA,4pe8A
FALSE	4.4	Q8WUM0	Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2	1xksA,3cqcB,3cqgB,3i4rB,5a9q3,5a9qC,5a9qL,5a9qU
FALSE	4.4,4.4	Q4W6G0	Quinohemoprotein alcohol dehydrogenase ADH-IIG OS=Pseudomonas putida OX=303 GN=qgdA PE=1 SV=1	1yiqA
FALSE	5.4,4.4	P08575	Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC PE=1 SV=3	1ygrA,1ygrB,1yguA,1yguB,5fmvA,5fmvB,5fn6A,5fn7A,5fn7B
FALSE	3.1	P23509	Glucose-1-phosphate adenylyltransferase small subunit, chloroplastic/amyloplastic OS=Solanum tuberosum OX=4113 PE=1 SV=2	1yp2A,1yp2B,1yp2C,1yp2D,1yp3A,1yp3B,1yp3C,1yp3D,1yp4A,1yp4B,1yp4C,1yp4D
FALSE	4.4	P94489	Beta-xylosidase OS=Bacillus subtilis (strain 168) OX=224308 GN=xynB PE=1 SV=2	1yifA,1yifB,1yifC,1yifD
FALSE	4.4	Q9K6P5	Xylan beta-1,4-xylosidase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=xynB PE=1 SV=1	1yrzA,1yrzB
FALSE		Q3E840	Diphthamide biosynthesis protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KTI11 PE=1 SV=1	1yopA,1ywsA,4d4oA,4d4oB,4d4oC,4d4pA,4d4pB,4d4pC,4d4pE,4d4pG,4d4pH,4x33A,5ax2A
FALSE	4.1	Q9I1L3	Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA2260 PE=1 SV=1	1yx1A,1yx1B,1yx1C
FALSE	4.1	P65522	Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=nanE PE=1 SV=1	1yxyA,1yxyB
FALSE	3.3	O93655	Tricorn protease-interacting factor F3 OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=trf3 PE=1 SV=1	1z1wA,1z5hA,1z5hB,3q7jA,3q7jB
FALSE	4.4,4.1	P04850	Hemagglutinin-neuraminidase OS=Parainfluenza virus 5 (strain W3) OX=11208 GN=HN PE=1 SV=1	1z4vA,1z4wA,1z4xA,1z4yA,1z4zA,1z50A,3tsiA,3tsiB,3tsiC,3tsiD,4jf7A,4jf7B,4jf7C,4jf7D
FALSE	4.4	Q12884	Prolyl endopeptidase FAP OS=Homo sapiens OX=9606 GN=FAP PE=1 SV=5	1z68A,1z68B
FALSE	4.1	Q4R2T2	Prenyltransferase OS=Streptomyces sp. (strain CL190) OX=93372 PE=1 SV=1	1zb6A,1zcwA,1zdwA,1zdyA
FALSE	4.1	A9CG82	Glycerophosphodiester phosphodiesterase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ugpQ PE=1 SV=1	1zccA,1zccB,1zccC,1zccD,1zccE,1zccF
